"Date","Time","Test Total Time",,
03/05/15,16:35:38,(hh:mm:ss): 9:17:10,,
,,,,
"Rated Capacity","Tested Capacity",,,
5.00 Ah,4.64 Ah,,,
,,,,
"Cells","Battery Type","Battery Weight",,
2,Li-ion,1.000 kg,,
,,,,
Internal Resistance,,,,
1.88,,,,
,,,,
"Test Current","Graph Type",,,
0.500 Amps,AmpHrs,,,
,,,,
"Test","Time","Voltage","Current","Temp (C)"
"Artoo pack 4 cell .5amp discharge",4281,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4282,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4283,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4284,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4285,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4286,7.68,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4287,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4288,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4289,7.68,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4290,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4291,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4292,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4293,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4294,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4295,7.68,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4296,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4297,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4298,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4299,7.68,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4300,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4301,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4302,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4303,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4304,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4305,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4306,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4307,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4308,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4309,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4310,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4311,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4312,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4313,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4314,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4315,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4316,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4317,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4318,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4319,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4320,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4321,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4322,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4323,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4324,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4325,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4326,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4327,7.68,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4328,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4329,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4330,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4331,7.68,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4332,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4333,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4334,7.68,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4335,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4336,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4337,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4338,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4339,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4340,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4341,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4342,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4343,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4344,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4345,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4346,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4347,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4348,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4349,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4350,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4351,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4352,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4353,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4354,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4355,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4356,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4357,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4358,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4359,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4360,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4361,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4362,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4363,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4364,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4365,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4366,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4367,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4368,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4369,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4370,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4371,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4372,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4373,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4374,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4375,7.68,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4376,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4377,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4378,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4379,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4380,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4381,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4382,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4383,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4384,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4385,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4386,7.68,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4387,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4388,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4389,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4390,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4391,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4392,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4393,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4394,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4395,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4396,7.68,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4397,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4398,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4399,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4400,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4401,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4402,7.68,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4403,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4404,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4405,7.68,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4406,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4407,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4408,7.68,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4409,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4410,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4411,7.68,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4412,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4413,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4414,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4415,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4416,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4417,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4418,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4419,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4420,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4421,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4422,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4423,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4424,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4425,7.67,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4426,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4427,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4428,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4429,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4430,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4431,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4432,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4433,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4434,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4435,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4436,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4437,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4438,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4439,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4440,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4441,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4442,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4443,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4444,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4445,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4446,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4447,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4448,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4449,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4450,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4451,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4452,7.67,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4453,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4454,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4455,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4456,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4457,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4458,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4459,7.67,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4460,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4461,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4462,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4463,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4464,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4465,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4466,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4467,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4468,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4469,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4470,7.67,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4471,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4472,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4473,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4474,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4475,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4476,7.67,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4477,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4478,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4479,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4480,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4481,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4482,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4483,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4484,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4485,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4486,7.67,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4487,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4488,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4489,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4490,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4491,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4492,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4493,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4494,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4495,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4496,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4497,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4498,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4499,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4500,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4501,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4502,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4503,7.67,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4504,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4505,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4506,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4507,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4508,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4509,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4510,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4511,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4512,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4513,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4514,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4515,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4516,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4517,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4518,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4519,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4520,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4521,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4522,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4523,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4524,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4525,7.67,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4526,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4527,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4528,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4529,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4530,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4531,7.67,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4532,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4533,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4534,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4535,7.67,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4536,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4537,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4538,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4539,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4540,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4541,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4542,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4543,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4544,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4545,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4546,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4547,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4548,7.67,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4549,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4550,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4551,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4552,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4553,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4554,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4555,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4556,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4557,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4558,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4559,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4560,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4561,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4562,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4563,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4564,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4565,7.67,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4566,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4567,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4568,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4569,7.67,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4570,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4571,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4572,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4573,7.67,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4574,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4575,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4576,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4577,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4578,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4579,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4580,7.66,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4581,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4582,7.66,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4583,7.67,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4584,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4585,7.67,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4586,7.66,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4587,7.66,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4588,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4589,7.66,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4590,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4591,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4592,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4593,7.66,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4594,7.66,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4595,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4596,7.66,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4597,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4598,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4599,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4600,7.66,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4601,7.66,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4602,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4603,7.66,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4604,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4605,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4606,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4607,7.66,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4608,7.66,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4609,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4610,7.66,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4611,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4612,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4613,7.66,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4614,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4615,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4616,7.66,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4617,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4618,7.66,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4619,7.66,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4620,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4621,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4622,7.66,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4623,7.66,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4624,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4625,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4626,7.66,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4627,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4628,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4629,7.66,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4630,7.66,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4631,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4632,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4633,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4634,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4635,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4636,7.66,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4637,7.66,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4638,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4639,7.66,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4640,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4641,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4642,7.66,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4643,7.66,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4644,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4645,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4646,7.66,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4647,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4648,7.66,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4649,7.66,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4650,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4651,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4652,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4653,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4654,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4655,7.66,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4656,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4657,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4658,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4659,7.66,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4660,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4661,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4662,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4663,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4664,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4665,7.66,0.498,0.00
"Artoo pack 4 cell .5amp discharge",4666,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4667,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4668,7.66,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4669,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4670,7.66,0.501,0.00
"Artoo pack 4 cell .5amp discharge",4671,7.66,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4672,7.66,0.499,0.00
"Artoo pack 4 cell .5amp discharge",4673,7.66,0.501,0.00
