Test,Time,Voltage,Current,Temp (C)
2S1P 122mA discharge,17630,7.71,0.124,0
2S1P 122mA discharge,17631,7.71,0.124,0
2S1P 122mA discharge,17632,7.71,0.122,0
2S1P 122mA discharge,17633,7.71,0.122,0
2S1P 122mA discharge,17634,7.71,0.12,0
2S1P 122mA discharge,17635,7.71,0.124,0
2S1P 122mA discharge,17636,7.71,0.122,0
2S1P 122mA discharge,17637,7.71,0.122,0
2S1P 122mA discharge,17638,7.71,0.122,0
2S1P 122mA discharge,17639,7.71,0.12,0
2S1P 122mA discharge,17640,7.71,0.122,0
2S1P 122mA discharge,17641,7.71,0.124,0
2S1P 122mA discharge,17642,7.71,0.122,0
2S1P 122mA discharge,17643,7.71,0.122,0
2S1P 122mA discharge,17644,7.71,0.12,0
2S1P 122mA discharge,17645,7.71,0.124,0
2S1P 122mA discharge,17646,7.71,0.122,0
2S1P 122mA discharge,17647,7.71,0.122,0
2S1P 122mA discharge,17648,7.71,0.122,0
2S1P 122mA discharge,17649,7.71,0.122,0
2S1P 122mA discharge,17650,7.71,0.124,0
2S1P 122mA discharge,17651,7.71,0.12,0
2S1P 122mA discharge,17652,7.71,0.122,0
2S1P 122mA discharge,17653,7.71,0.122,0
2S1P 122mA discharge,17654,7.71,0.122,0
2S1P 122mA discharge,17655,7.71,0.12,0
2S1P 122mA discharge,17656,7.71,0.122,0
2S1P 122mA discharge,17657,7.71,0.122,0
2S1P 122mA discharge,17658,7.71,0.122,0
2S1P 122mA discharge,17659,7.71,0.122,0
2S1P 122mA discharge,17660,7.71,0.124,0
2S1P 122mA discharge,17661,7.71,0.122,0
2S1P 122mA discharge,17662,7.71,0.122,0
2S1P 122mA discharge,17663,7.71,0.122,0
2S1P 122mA discharge,17664,7.71,0.122,0
2S1P 122mA discharge,17665,7.71,0.122,0
2S1P 122mA discharge,17666,7.71,0.12,0
2S1P 122mA discharge,17667,7.71,0.122,0
2S1P 122mA discharge,17668,7.71,0.122,0
2S1P 122mA discharge,17669,7.71,0.122,0
2S1P 122mA discharge,17670,7.71,0.122,0
2S1P 122mA discharge,17671,7.71,0.12,0
2S1P 122mA discharge,17672,7.71,0.122,0
2S1P 122mA discharge,17673,7.71,0.122,0
2S1P 122mA discharge,17674,7.71,0.122,0
2S1P 122mA discharge,17675,7.71,0.122,0
2S1P 122mA discharge,17676,7.71,0.122,0
2S1P 122mA discharge,17677,7.71,0.122,0
2S1P 122mA discharge,17678,7.71,0.122,0
2S1P 122mA discharge,17679,7.71,0.124,0
2S1P 122mA discharge,17680,7.71,0.124,0
2S1P 122mA discharge,17681,7.71,0.12,0
2S1P 122mA discharge,17682,7.71,0.122,0
2S1P 122mA discharge,17683,7.71,0.122,0
2S1P 122mA discharge,17684,7.71,0.122,0
2S1P 122mA discharge,17685,7.71,0.122,0
2S1P 122mA discharge,17686,7.71,0.12,0
2S1P 122mA discharge,17687,7.71,0.122,0
2S1P 122mA discharge,17688,7.71,0.122,0
2S1P 122mA discharge,17689,7.71,0.122,0
2S1P 122mA discharge,17690,7.71,0.124,0
2S1P 122mA discharge,17691,7.71,0.122,0
2S1P 122mA discharge,17692,7.71,0.122,0
2S1P 122mA discharge,17693,7.71,0.122,0
2S1P 122mA discharge,17694,7.71,0.124,0
2S1P 122mA discharge,17695,7.71,0.124,0
2S1P 122mA discharge,17696,7.71,0.12,0
2S1P 122mA discharge,17697,7.71,0.122,0
2S1P 122mA discharge,17698,7.71,0.122,0
2S1P 122mA discharge,17699,7.71,0.122,0
2S1P 122mA discharge,17700,7.71,0.122,0
2S1P 122mA discharge,17701,7.71,0.12,0
2S1P 122mA discharge,17702,7.71,0.122,0
2S1P 122mA discharge,17703,7.71,0.122,0
2S1P 122mA discharge,17704,7.71,0.122,0
2S1P 122mA discharge,17705,7.71,0.124,0
2S1P 122mA discharge,17706,7.71,0.122,0
2S1P 122mA discharge,17707,7.71,0.122,0
2S1P 122mA discharge,17708,7.71,0.122,0
2S1P 122mA discharge,17709,7.71,0.124,0
2S1P 122mA discharge,17710,7.71,0.122,0
2S1P 122mA discharge,17711,7.71,0.12,0
2S1P 122mA discharge,17712,7.71,0.122,0
2S1P 122mA discharge,17713,7.71,0.122,0
2S1P 122mA discharge,17714,7.71,0.122,0
2S1P 122mA discharge,17715,7.71,0.122,0
2S1P 122mA discharge,17716,7.71,0.12,0
2S1P 122mA discharge,17717,7.71,0.122,0
2S1P 122mA discharge,17718,7.71,0.122,0
2S1P 122mA discharge,17719,7.71,0.122,0
2S1P 122mA discharge,17720,7.71,0.124,0
2S1P 122mA discharge,17721,7.71,0.12,0
2S1P 122mA discharge,17722,7.71,0.122,0
2S1P 122mA discharge,17723,7.71,0.124,0
2S1P 122mA discharge,17724,7.71,0.122,0
2S1P 122mA discharge,17725,7.71,0.122,0
2S1P 122mA discharge,17726,7.71,0.12,0
2S1P 122mA discharge,17727,7.71,0.122,0
2S1P 122mA discharge,17728,7.71,0.122,0
2S1P 122mA discharge,17729,7.71,0.124,0
2S1P 122mA discharge,17730,7.71,0.122,0
2S1P 122mA discharge,17731,7.71,0.12,0
2S1P 122mA discharge,17732,7.71,0.122,0
2S1P 122mA discharge,17733,7.71,0.124,0
2S1P 122mA discharge,17734,7.71,0.124,0
2S1P 122mA discharge,17735,7.71,0.122,0
2S1P 122mA discharge,17736,7.71,0.122,0
2S1P 122mA discharge,17737,7.71,0.122,0
2S1P 122mA discharge,17738,7.71,0.122,0
2S1P 122mA discharge,17739,7.71,0.122,0
2S1P 122mA discharge,17740,7.71,0.122,0
2S1P 122mA discharge,17741,7.71,0.122,0
2S1P 122mA discharge,17742,7.71,0.12,0
2S1P 122mA discharge,17743,7.71,0.122,0
2S1P 122mA discharge,17744,7.71,0.122,0
2S1P 122mA discharge,17745,7.71,0.122,0
2S1P 122mA discharge,17746,7.71,0.122,0
2S1P 122mA discharge,17747,7.71,0.122,0
2S1P 122mA discharge,17748,7.71,0.124,0
2S1P 122mA discharge,17749,7.71,0.122,0
2S1P 122mA discharge,17750,7.71,0.122,0
2S1P 122mA discharge,17751,7.71,0.122,0
2S1P 122mA discharge,17752,7.71,0.124,0
2S1P 122mA discharge,17753,7.71,0.122,0
2S1P 122mA discharge,17754,7.71,0.122,0
2S1P 122mA discharge,17755,7.71,0.122,0
2S1P 122mA discharge,17756,7.71,0.122,0
2S1P 122mA discharge,17757,7.71,0.12,0
2S1P 122mA discharge,17758,7.71,0.124,0
2S1P 122mA discharge,17759,7.71,0.122,0
2S1P 122mA discharge,17760,7.71,0.122,0
2S1P 122mA discharge,17761,7.71,0.122,0
2S1P 122mA discharge,17762,7.71,0.12,0
2S1P 122mA discharge,17763,7.71,0.124,0
2S1P 122mA discharge,17764,7.71,0.122,0
2S1P 122mA discharge,17765,7.71,0.122,0
2S1P 122mA discharge,17766,7.71,0.122,0
2S1P 122mA discharge,17767,7.71,0.124,0
2S1P 122mA discharge,17768,7.71,0.12,0
2S1P 122mA discharge,17769,7.71,0.122,0
2S1P 122mA discharge,17770,7.71,0.122,0
2S1P 122mA discharge,17771,7.71,0.122,0
2S1P 122mA discharge,17772,7.71,0.12,0
2S1P 122mA discharge,17773,7.71,0.12,0
2S1P 122mA discharge,17774,7.71,0.122,0
2S1P 122mA discharge,17775,7.71,0.122,0
2S1P 122mA discharge,17776,7.71,0.122,0
2S1P 122mA discharge,17777,7.71,0.122,0
2S1P 122mA discharge,17778,7.71,0.124,0
2S1P 122mA discharge,17779,7.71,0.122,0
2S1P 122mA discharge,17780,7.71,0.122,0
2S1P 122mA discharge,17781,7.71,0.122,0
2S1P 122mA discharge,17782,7.71,0.124,0
2S1P 122mA discharge,17783,7.71,0.122,0
2S1P 122mA discharge,17784,7.71,0.122,0
2S1P 122mA discharge,17785,7.71,0.122,0
2S1P 122mA discharge,17786,7.71,0.122,0
2S1P 122mA discharge,17787,7.71,0.12,0
2S1P 122mA discharge,17788,7.71,0.12,0
2S1P 122mA discharge,17789,7.71,0.122,0
2S1P 122mA discharge,17790,7.71,0.122,0
2S1P 122mA discharge,17791,7.71,0.122,0
2S1P 122mA discharge,17792,7.71,0.122,0
2S1P 122mA discharge,17793,7.71,0.124,0
2S1P 122mA discharge,17794,7.71,0.122,0
2S1P 122mA discharge,17795,7.71,0.122,0
2S1P 122mA discharge,17796,7.71,0.122,0
2S1P 122mA discharge,17797,7.71,0.124,0
2S1P 122mA discharge,17798,7.71,0.12,0
2S1P 122mA discharge,17799,7.71,0.122,0
2S1P 122mA discharge,17800,7.71,0.122,0
2S1P 122mA discharge,17801,7.71,0.122,0
2S1P 122mA discharge,17802,7.71,0.122,0
2S1P 122mA discharge,17803,7.71,0.12,0
2S1P 122mA discharge,17804,7.71,0.122,0
2S1P 122mA discharge,17805,7.71,0.122,0
2S1P 122mA discharge,17806,7.71,0.122,0
2S1P 122mA discharge,17807,7.71,0.12,0
2S1P 122mA discharge,17808,7.71,0.124,0
2S1P 122mA discharge,17809,7.71,0.122,0
2S1P 122mA discharge,17810,7.71,0.122,0
2S1P 122mA discharge,17811,7.71,0.122,0
2S1P 122mA discharge,17812,7.71,0.122,0
2S1P 122mA discharge,17813,7.71,0.124,0
2S1P 122mA discharge,17814,7.71,0.122,0
2S1P 122mA discharge,17815,7.71,0.122,0
2S1P 122mA discharge,17816,7.71,0.122,0
2S1P 122mA discharge,17817,7.71,0.124,0
2S1P 122mA discharge,17818,7.71,0.12,0
2S1P 122mA discharge,17819,7.71,0.122,0
2S1P 122mA discharge,17820,7.71,0.122,0
2S1P 122mA discharge,17821,7.71,0.122,0
2S1P 122mA discharge,17822,7.71,0.122,0
2S1P 122mA discharge,17823,7.71,0.124,0
2S1P 122mA discharge,17824,7.71,0.12,0
2S1P 122mA discharge,17825,7.71,0.122,0
2S1P 122mA discharge,17826,7.71,0.122,0
2S1P 122mA discharge,17827,7.71,0.124,0
2S1P 122mA discharge,17828,7.71,0.122,0
2S1P 122mA discharge,17829,7.71,0.12,0
2S1P 122mA discharge,17830,7.71,0.122,0
2S1P 122mA discharge,17831,7.71,0.122,0
2S1P 122mA discharge,17832,7.71,0.124,0
2S1P 122mA discharge,17833,7.71,0.122,0
2S1P 122mA discharge,17834,7.71,0.12,0
2S1P 122mA discharge,17835,7.71,0.122,0
2S1P 122mA discharge,17836,7.71,0.122,0
2S1P 122mA discharge,17837,7.71,0.122,0
2S1P 122mA discharge,17838,7.71,0.122,0
2S1P 122mA discharge,17839,7.71,0.12,0
2S1P 122mA discharge,17840,7.71,0.122,0
2S1P 122mA discharge,17841,7.71,0.124,0
2S1P 122mA discharge,17842,7.71,0.124,0
2S1P 122mA discharge,17843,7.71,0.122,0
2S1P 122mA discharge,17844,7.71,0.12,0
2S1P 122mA discharge,17845,7.71,0.122,0
2S1P 122mA discharge,17846,7.71,0.124,0
2S1P 122mA discharge,17847,7.71,0.122,0
2S1P 122mA discharge,17848,7.71,0.122,0
2S1P 122mA discharge,17849,7.71,0.12,0
2S1P 122mA discharge,17850,7.71,0.122,0
2S1P 122mA discharge,17851,7.71,0.122,0
2S1P 122mA discharge,17852,7.71,0.124,0
2S1P 122mA discharge,17853,7.71,0.122,0
2S1P 122mA discharge,17854,7.71,0.12,0
2S1P 122mA discharge,17855,7.71,0.122,0
2S1P 122mA discharge,17856,7.71,0.124,0
2S1P 122mA discharge,17857,7.71,0.122,0
2S1P 122mA discharge,17858,7.71,0.122,0
2S1P 122mA discharge,17859,7.71,0.12,0
2S1P 122mA discharge,17860,7.71,0.122,0
2S1P 122mA discharge,17861,7.71,0.122,0
2S1P 122mA discharge,17862,7.71,0.122,0
2S1P 122mA discharge,17863,7.71,0.122,0
2S1P 122mA discharge,17864,7.71,0.12,0
2S1P 122mA discharge,17865,7.71,0.122,0
2S1P 122mA discharge,17866,7.71,0.122,0
2S1P 122mA discharge,17867,7.71,0.124,0
2S1P 122mA discharge,17868,7.71,0.122,0
2S1P 122mA discharge,17869,7.71,0.12,0
2S1P 122mA discharge,17870,7.71,0.124,0
2S1P 122mA discharge,17871,7.71,0.122,0
2S1P 122mA discharge,17872,7.71,0.122,0
2S1P 122mA discharge,17873,7.71,0.122,0
2S1P 122mA discharge,17874,7.71,0.12,0
2S1P 122mA discharge,17875,7.71,0.122,0
2S1P 122mA discharge,17876,7.71,0.122,0
2S1P 122mA discharge,17877,7.71,0.122,0
2S1P 122mA discharge,17878,7.71,0.122,0
2S1P 122mA discharge,17879,7.71,0.12,0
2S1P 122mA discharge,17880,7.71,0.122,0
2S1P 122mA discharge,17881,7.71,0.124,0
2S1P 122mA discharge,17882,7.71,0.122,0
2S1P 122mA discharge,17883,7.71,0.122,0
2S1P 122mA discharge,17884,7.71,0.12,0
2S1P 122mA discharge,17885,7.71,0.124,0
2S1P 122mA discharge,17886,7.71,0.124,0
2S1P 122mA discharge,17887,7.71,0.122,0
2S1P 122mA discharge,17888,7.71,0.122,0
2S1P 122mA discharge,17889,7.71,0.12,0
2S1P 122mA discharge,17890,7.71,0.124,0
2S1P 122mA discharge,17891,7.71,0.122,0
2S1P 122mA discharge,17892,7.71,0.122,0
2S1P 122mA discharge,17893,7.71,0.122,0
2S1P 122mA discharge,17894,7.71,0.12,0
2S1P 122mA discharge,17895,7.71,0.122,0
2S1P 122mA discharge,17896,7.71,0.124,0
2S1P 122mA discharge,17897,7.71,0.122,0
2S1P 122mA discharge,17898,7.71,0.122,0
2S1P 122mA discharge,17899,7.71,0.122,0
2S1P 122mA discharge,17900,7.71,0.124,0
2S1P 122mA discharge,17901,7.71,0.122,0
2S1P 122mA discharge,17902,7.71,0.122,0
2S1P 122mA discharge,17903,7.71,0.122,0
2S1P 122mA discharge,17904,7.71,0.122,0
2S1P 122mA discharge,17905,7.71,0.12,0
2S1P 122mA discharge,17906,7.71,0.122,0
2S1P 122mA discharge,17907,7.71,0.122,0
2S1P 122mA discharge,17908,7.71,0.122,0
2S1P 122mA discharge,17909,7.71,0.122,0
2S1P 122mA discharge,17910,7.71,0.122,0
2S1P 122mA discharge,17911,7.71,0.12,0
2S1P 122mA discharge,17912,7.71,0.122,0
2S1P 122mA discharge,17913,7.71,0.122,0
2S1P 122mA discharge,17914,7.71,0.122,0
2S1P 122mA discharge,17915,7.71,0.124,0
2S1P 122mA discharge,17916,7.71,0.12,0
2S1P 122mA discharge,17917,7.71,0.122,0
2S1P 122mA discharge,17918,7.71,0.122,0
2S1P 122mA discharge,17919,7.71,0.122,0
2S1P 122mA discharge,17920,7.71,0.122,0
2S1P 122mA discharge,17921,7.71,0.12,0
2S1P 122mA discharge,17922,7.71,0.122,0
2S1P 122mA discharge,17923,7.71,0.122,0
2S1P 122mA discharge,17924,7.71,0.122,0
2S1P 122mA discharge,17925,7.71,0.12,0
2S1P 122mA discharge,17926,7.71,0.12,0
2S1P 122mA discharge,17927,7.71,0.122,0
2S1P 122mA discharge,17928,7.71,0.122,0
2S1P 122mA discharge,17929,7.71,0.122,0
2S1P 122mA discharge,17930,7.71,0.122,0
2S1P 122mA discharge,17931,7.71,0.122,0
2S1P 122mA discharge,17932,7.71,0.122,0
2S1P 122mA discharge,17933,7.71,0.122,0
2S1P 122mA discharge,17934,7.71,0.124,0
2S1P 122mA discharge,17935,7.71,0.124,0
2S1P 122mA discharge,17936,7.71,0.12,0
2S1P 122mA discharge,17937,7.71,0.122,0
2S1P 122mA discharge,17938,7.71,0.122,0
2S1P 122mA discharge,17939,7.71,0.122,0
2S1P 122mA discharge,17940,7.71,0.12,0
2S1P 122mA discharge,17941,7.71,0.12,0
2S1P 122mA discharge,17942,7.71,0.122,0
2S1P 122mA discharge,17943,7.71,0.122,0
2S1P 122mA discharge,17944,7.71,0.122,0
2S1P 122mA discharge,17945,7.71,0.122,0
2S1P 122mA discharge,17946,7.71,0.124,0
2S1P 122mA discharge,17947,7.71,0.122,0
2S1P 122mA discharge,17948,7.71,0.122,0
2S1P 122mA discharge,17949,7.71,0.122,0
2S1P 122mA discharge,17950,7.71,0.124,0
2S1P 122mA discharge,17951,7.71,0.12,0
2S1P 122mA discharge,17952,7.71,0.122,0
2S1P 122mA discharge,17953,7.71,0.122,0
2S1P 122mA discharge,17954,7.71,0.122,0
2S1P 122mA discharge,17955,7.71,0.124,0
2S1P 122mA discharge,17956,7.71,0.12,0
2S1P 122mA discharge,17957,7.71,0.122,0
2S1P 122mA discharge,17958,7.71,0.122,0
2S1P 122mA discharge,17959,7.71,0.122,0
2S1P 122mA discharge,17960,7.71,0.122,0
2S1P 122mA discharge,17961,7.71,0.122,0
2S1P 122mA discharge,17962,7.71,0.122,0
2S1P 122mA discharge,17963,7.71,0.122,0
2S1P 122mA discharge,17964,7.71,0.124,0
2S1P 122mA discharge,17965,7.71,0.122,0
2S1P 122mA discharge,17966,7.71,0.12,0
2S1P 122mA discharge,17967,7.71,0.122,0
2S1P 122mA discharge,17968,7.71,0.122,0
2S1P 122mA discharge,17969,7.71,0.122,0
2S1P 122mA discharge,17970,7.71,0.122,0
2S1P 122mA discharge,17971,7.71,0.12,0
2S1P 122mA discharge,17972,7.71,0.122,0
2S1P 122mA discharge,17973,7.71,0.122,0
2S1P 122mA discharge,17974,7.71,0.124,0
2S1P 122mA discharge,17975,7.71,0.124,0
2S1P 122mA discharge,17976,7.71,0.12,0
2S1P 122mA discharge,17977,7.71,0.122,0
2S1P 122mA discharge,17978,7.71,0.124,0
2S1P 122mA discharge,17979,7.71,0.122,0
2S1P 122mA discharge,17980,7.71,0.122,0
2S1P 122mA discharge,17981,7.71,0.12,0
2S1P 122mA discharge,17982,7.71,0.122,0
2S1P 122mA discharge,17983,7.71,0.122,0
2S1P 122mA discharge,17984,7.71,0.124,0
2S1P 122mA discharge,17985,7.71,0.122,0
2S1P 122mA discharge,17986,7.71,0.12,0
2S1P 122mA discharge,17987,7.71,0.122,0
2S1P 122mA discharge,17988,7.71,0.124,0
2S1P 122mA discharge,17989,7.71,0.124,0
2S1P 122mA discharge,17990,7.71,0.122,0
2S1P 122mA discharge,17991,7.71,0.12,0
2S1P 122mA discharge,17992,7.71,0.122,0
2S1P 122mA discharge,17993,7.71,0.124,0
2S1P 122mA discharge,17994,7.71,0.122,0
2S1P 122mA discharge,17995,7.71,0.122,0
2S1P 122mA discharge,17996,7.71,0.122,0
2S1P 122mA discharge,17997,7.71,0.12,0
2S1P 122mA discharge,17998,7.71,0.122,0
2S1P 122mA discharge,17999,7.71,0.122,0
2S1P 122mA discharge,18000,7.71,0.122,0
2S1P 122mA discharge,18001,7.71,0.122,0
2S1P 122mA discharge,18002,7.71,0.12,0
2S1P 122mA discharge,18003,7.71,0.122,0
2S1P 122mA discharge,18004,7.71,0.124,0
2S1P 122mA discharge,18005,7.71,0.122,0
2S1P 122mA discharge,18006,7.71,0.122,0
2S1P 122mA discharge,18007,7.71,0.12,0
2S1P 122mA discharge,18008,7.71,0.124,0
2S1P 122mA discharge,18009,7.71,0.122,0
2S1P 122mA discharge,18010,7.71,0.122,0
2S1P 122mA discharge,18011,7.71,0.122,0
2S1P 122mA discharge,18012,7.71,0.12,0
2S1P 122mA discharge,18013,7.71,0.122,0
2S1P 122mA discharge,18014,7.71,0.122,0
2S1P 122mA discharge,18015,7.71,0.122,0
2S1P 122mA discharge,18016,7.71,0.122,0
2S1P 122mA discharge,18017,7.71,0.12,0
2S1P 122mA discharge,18018,7.71,0.122,0
2S1P 122mA discharge,18019,7.71,0.124,0
2S1P 122mA discharge,18020,7.71,0.122,0
2S1P 122mA discharge,18021,7.71,0.122,0
2S1P 122mA discharge,18022,7.71,0.124,0
2S1P 122mA discharge,18023,7.71,0.122,0
2S1P 122mA discharge,18024,7.71,0.122,0
2S1P 122mA discharge,18025,7.71,0.122,0
2S1P 122mA discharge,18026,7.71,0.122,0
2S1P 122mA discharge,18027,7.71,0.12,0
2S1P 122mA discharge,18028,7.71,0.122,0
2S1P 122mA discharge,18029,7.71,0.122,0
2S1P 122mA discharge,18030,7.71,0.122,0
2S1P 122mA discharge,18031,7.71,0.122,0
2S1P 122mA discharge,18032,7.71,0.122,0
2S1P 122mA discharge,18033,7.71,0.124,0
2S1P 122mA discharge,18034,7.71,0.122,0
2S1P 122mA discharge,18035,7.71,0.122,0
2S1P 122mA discharge,18036,7.71,0.122,0
2S1P 122mA discharge,18037,7.71,0.124,0
2S1P 122mA discharge,18038,7.71,0.12,0
2S1P 122mA discharge,18039,7.71,0.122,0
2S1P 122mA discharge,18040,7.71,0.122,0
2S1P 122mA discharge,18041,7.71,0.122,0
2S1P 122mA discharge,18042,7.71,0.122,0
2S1P 122mA discharge,18043,7.71,0.12,0
2S1P 122mA discharge,18044,7.71,0.122,0
2S1P 122mA discharge,18045,7.71,0.122,0
2S1P 122mA discharge,18046,7.71,0.122,0
2S1P 122mA discharge,18047,7.71,0.12,0
2S1P 122mA discharge,18048,7.71,0.124,0
2S1P 122mA discharge,18049,7.71,0.122,0
2S1P 122mA discharge,18050,7.71,0.122,0
2S1P 122mA discharge,18051,7.71,0.124,0
2S1P 122mA discharge,18052,7.71,0.122,0
2S1P 122mA discharge,18053,7.71,0.12,0
2S1P 122mA discharge,18054,7.71,0.122,0
2S1P 122mA discharge,18055,7.71,0.122,0
2S1P 122mA discharge,18056,7.71,0.122,0
2S1P 122mA discharge,18057,7.71,0.124,0
2S1P 122mA discharge,18058,7.71,0.12,0
2S1P 122mA discharge,18059,7.71,0.122,0
2S1P 122mA discharge,18060,7.71,0.122,0
2S1P 122mA discharge,18061,7.71,0.122,0
2S1P 122mA discharge,18062,7.71,0.124,0
2S1P 122mA discharge,18063,7.71,0.122,0
2S1P 122mA discharge,18064,7.71,0.122,0
2S1P 122mA discharge,18065,7.71,0.122,0
2S1P 122mA discharge,18066,7.71,0.124,0
2S1P 122mA discharge,18067,7.71,0.124,0
2S1P 122mA discharge,18068,7.71,0.12,0
2S1P 122mA discharge,18069,7.71,0.122,0
2S1P 122mA discharge,18070,7.71,0.122,0
2S1P 122mA discharge,18071,7.71,0.122,0
2S1P 122mA discharge,18072,7.71,0.122,0
2S1P 122mA discharge,18073,7.71,0.12,0
2S1P 122mA discharge,18074,7.71,0.122,0
2S1P 122mA discharge,18075,7.71,0.122,0
2S1P 122mA discharge,18076,7.71,0.122,0
2S1P 122mA discharge,18077,7.71,0.122,0
2S1P 122mA discharge,18078,7.71,0.124,0
2S1P 122mA discharge,18079,7.71,0.122,0
2S1P 122mA discharge,18080,7.71,0.122,0
2S1P 122mA discharge,18081,7.71,0.122,0
2S1P 122mA discharge,18082,7.71,0.124,0
2S1P 122mA discharge,18083,7.71,0.122,0
2S1P 122mA discharge,18084,7.71,0.12,0
2S1P 122mA discharge,18085,7.71,0.122,0
2S1P 122mA discharge,18086,7.71,0.122,0
2S1P 122mA discharge,18087,7.71,0.122,0
2S1P 122mA discharge,18088,7.71,0.122,0
2S1P 122mA discharge,18089,7.71,0.12,0
2S1P 122mA discharge,18090,7.71,0.122,0
2S1P 122mA discharge,18091,7.71,0.122,0
2S1P 122mA discharge,18092,7.71,0.122,0
2S1P 122mA discharge,18093,7.71,0.124,0
2S1P 122mA discharge,18094,7.71,0.12,0
2S1P 122mA discharge,18095,7.71,0.122,0
2S1P 122mA discharge,18096,7.71,0.122,0
2S1P 122mA discharge,18097,7.71,0.122,0
2S1P 122mA discharge,18098,7.7,0.124,0
2S1P 122mA discharge,18099,7.71,0.12,0
2S1P 122mA discharge,18100,7.71,0.122,0
2S1P 122mA discharge,18101,7.71,0.122,0
2S1P 122mA discharge,18102,7.71,0.122,0
2S1P 122mA discharge,18103,7.71,0.122,0
2S1P 122mA discharge,18104,7.71,0.12,0
2S1P 122mA discharge,18105,7.71,0.122,0
2S1P 122mA discharge,18106,7.7,0.122,0
2S1P 122mA discharge,18107,7.7,0.122,0
2S1P 122mA discharge,18108,7.7,0.122,0
2S1P 122mA discharge,18109,7.7,0.12,0
2S1P 122mA discharge,18110,7.7,0.122,0
2S1P 122mA discharge,18111,7.7,0.122,0
2S1P 122mA discharge,18112,7.71,0.124,0
2S1P 122mA discharge,18113,7.71,0.124,0
2S1P 122mA discharge,18114,7.71,0.12,0
2S1P 122mA discharge,18115,7.7,0.122,0
2S1P 122mA discharge,18116,7.7,0.124,0
2S1P 122mA discharge,18117,7.71,0.124,0
2S1P 122mA discharge,18118,7.7,0.122,0
2S1P 122mA discharge,18119,7.7,0.12,0
2S1P 122mA discharge,18120,7.71,0.122,0
2S1P 122mA discharge,18121,7.7,0.122,0
2S1P 122mA discharge,18122,7.7,0.122,0
2S1P 122mA discharge,18123,7.7,0.122,0
2S1P 122mA discharge,18124,7.7,0.12,0
2S1P 122mA discharge,18125,7.71,0.122,0
2S1P 122mA discharge,18126,7.71,0.122,0
2S1P 122mA discharge,18127,7.7,0.122,0
2S1P 122mA discharge,18128,7.7,0.124,0
2S1P 122mA discharge,18129,7.7,0.12,0
2S1P 122mA discharge,18130,7.7,0.122,0
2S1P 122mA discharge,18131,7.7,0.124,0
2S1P 122mA discharge,18132,7.7,0.124,0
2S1P 122mA discharge,18133,7.7,0.122,0
2S1P 122mA discharge,18134,7.7,0.12,0
2S1P 122mA discharge,18135,7.7,0.122,0
2S1P 122mA discharge,18136,7.7,0.122,0
2S1P 122mA discharge,18137,7.7,0.124,0
2S1P 122mA discharge,18138,7.7,0.122,0
2S1P 122mA discharge,18139,7.7,0.12,0
2S1P 122mA discharge,18140,7.7,0.122,0
2S1P 122mA discharge,18141,7.7,0.122,0
2S1P 122mA discharge,18142,7.7,0.124,0
2S1P 122mA discharge,18143,7.7,0.124,0
2S1P 122mA discharge,18144,7.7,0.12,0
2S1P 122mA discharge,18145,7.7,0.122,0
2S1P 122mA discharge,18146,7.7,0.124,0
2S1P 122mA discharge,18147,7.7,0.124,0
2S1P 122mA discharge,18148,7.7,0.122,0
2S1P 122mA discharge,18149,7.7,0.12,0
2S1P 122mA discharge,18150,7.7,0.122,0
2S1P 122mA discharge,18151,7.7,0.122,0
2S1P 122mA discharge,18152,7.7,0.122,0
2S1P 122mA discharge,18153,7.7,0.122,0
2S1P 122mA discharge,18154,7.7,0.12,0
2S1P 122mA discharge,18155,7.7,0.122,0
2S1P 122mA discharge,18156,7.7,0.122,0
2S1P 122mA discharge,18157,7.7,0.122,0
2S1P 122mA discharge,18158,7.7,0.124,0
2S1P 122mA discharge,18159,7.7,0.12,0
2S1P 122mA discharge,18160,7.7,0.122,0
2S1P 122mA discharge,18161,7.7,0.124,0
2S1P 122mA discharge,18162,7.7,0.124,0
2S1P 122mA discharge,18163,7.71,0.122,0
2S1P 122mA discharge,18164,7.7,0.12,0
2S1P 122mA discharge,18165,7.7,0.122,0
2S1P 122mA discharge,18166,7.7,0.124,0
2S1P 122mA discharge,18167,7.7,0.122,0
2S1P 122mA discharge,18168,7.7,0.122,0
2S1P 122mA discharge,18169,7.7,0.122,0
2S1P 122mA discharge,18170,7.7,0.12,0
2S1P 122mA discharge,18171,7.7,0.122,0
2S1P 122mA discharge,18172,7.7,0.124,0
2S1P 122mA discharge,18173,7.7,0.122,0
2S1P 122mA discharge,18174,7.7,0.122,0
2S1P 122mA discharge,18175,7.7,0.122,0
2S1P 122mA discharge,18176,7.7,0.122,0
2S1P 122mA discharge,18177,7.7,0.122,0
2S1P 122mA discharge,18178,7.7,0.122,0
2S1P 122mA discharge,18179,7.7,0.122,0
2S1P 122mA discharge,18180,7.7,0.12,0
2S1P 122mA discharge,18181,7.7,0.122,0
2S1P 122mA discharge,18182,7.7,0.122,0
2S1P 122mA discharge,18183,7.7,0.122,0
2S1P 122mA discharge,18184,7.7,0.122,0
2S1P 122mA discharge,18185,7.7,0.12,0
2S1P 122mA discharge,18186,7.7,0.122,0
2S1P 122mA discharge,18187,7.7,0.124,0
2S1P 122mA discharge,18188,7.7,0.122,0
