Test,Time,Voltage,Current,Temp (C)
2S1P 122mA discharge,76174,6.63,0.122,0
2S1P 122mA discharge,76175,6.63,0.124,0
2S1P 122mA discharge,76176,6.63,0.122,0
2S1P 122mA discharge,76177,6.63,0.122,0
2S1P 122mA discharge,76178,6.63,0.122,0
2S1P 122mA discharge,76179,6.63,0.12,0
2S1P 122mA discharge,76180,6.63,0.124,0
2S1P 122mA discharge,76181,6.63,0.122,0
2S1P 122mA discharge,76182,6.63,0.122,0
2S1P 122mA discharge,76183,6.63,0.122,0
2S1P 122mA discharge,76184,6.63,0.12,0
2S1P 122mA discharge,76185,6.63,0.122,0
2S1P 122mA discharge,76186,6.63,0.124,0
2S1P 122mA discharge,76187,6.63,0.122,0
2S1P 122mA discharge,76188,6.63,0.122,0
2S1P 122mA discharge,76189,6.63,0.124,0
2S1P 122mA discharge,76190,6.63,0.122,0
2S1P 122mA discharge,76191,6.63,0.122,0
2S1P 122mA discharge,76192,6.63,0.122,0
2S1P 122mA discharge,76193,6.63,0.122,0
2S1P 122mA discharge,76194,6.63,0.12,0
2S1P 122mA discharge,76195,6.63,0.122,0
2S1P 122mA discharge,76196,6.63,0.122,0
2S1P 122mA discharge,76197,6.63,0.122,0
2S1P 122mA discharge,76198,6.63,0.122,0
2S1P 122mA discharge,76199,6.63,0.12,0
2S1P 122mA discharge,76200,6.63,0.122,0
2S1P 122mA discharge,76201,6.63,0.124,0
2S1P 122mA discharge,76202,6.63,0.122,0
2S1P 122mA discharge,76203,6.63,0.122,0
2S1P 122mA discharge,76204,6.63,0.124,0
2S1P 122mA discharge,76205,6.63,0.122,0
2S1P 122mA discharge,76206,6.63,0.122,0
2S1P 122mA discharge,76207,6.63,0.122,0
2S1P 122mA discharge,76208,6.63,0.122,0
2S1P 122mA discharge,76209,6.63,0.122,0
2S1P 122mA discharge,76210,6.63,0.12,0
2S1P 122mA discharge,76211,6.63,0.122,0
2S1P 122mA discharge,76212,6.63,0.122,0
2S1P 122mA discharge,76213,6.63,0.122,0
2S1P 122mA discharge,76214,6.63,0.12,0
2S1P 122mA discharge,76215,6.63,0.124,0
2S1P 122mA discharge,76216,6.63,0.122,0
2S1P 122mA discharge,76217,6.63,0.122,0
2S1P 122mA discharge,76218,6.63,0.124,0
2S1P 122mA discharge,76219,6.63,0.124,0
2S1P 122mA discharge,76220,6.63,0.12,0
2S1P 122mA discharge,76221,6.63,0.122,0
2S1P 122mA discharge,76222,6.63,0.122,0
2S1P 122mA discharge,76223,6.63,0.122,0
2S1P 122mA discharge,76224,6.63,0.124,0
2S1P 122mA discharge,76225,6.63,0.12,0
2S1P 122mA discharge,76226,6.63,0.122,0
2S1P 122mA discharge,76227,6.63,0.122,0
2S1P 122mA discharge,76228,6.63,0.122,0
2S1P 122mA discharge,76229,6.63,0.122,0
2S1P 122mA discharge,76230,6.63,0.124,0
2S1P 122mA discharge,76231,6.63,0.12,0
2S1P 122mA discharge,76232,6.63,0.122,0
2S1P 122mA discharge,76233,6.63,0.124,0
2S1P 122mA discharge,76234,6.63,0.124,0
2S1P 122mA discharge,76235,6.63,0.122,0
2S1P 122mA discharge,76236,6.63,0.12,0
2S1P 122mA discharge,76237,6.63,0.122,0
2S1P 122mA discharge,76238,6.63,0.122,0
2S1P 122mA discharge,76239,6.63,0.124,0
2S1P 122mA discharge,76240,6.63,0.122,0
2S1P 122mA discharge,76241,6.63,0.12,0
2S1P 122mA discharge,76242,6.63,0.122,0
2S1P 122mA discharge,76243,6.63,0.122,0
2S1P 122mA discharge,76244,6.63,0.122,0
2S1P 122mA discharge,76245,6.63,0.122,0
2S1P 122mA discharge,76246,6.63,0.12,0
2S1P 122mA discharge,76247,6.63,0.122,0
2S1P 122mA discharge,76248,6.63,0.122,0
2S1P 122mA discharge,76249,6.63,0.124,0
2S1P 122mA discharge,76250,6.63,0.124,0
2S1P 122mA discharge,76251,6.63,0.12,0
2S1P 122mA discharge,76252,6.63,0.122,0
2S1P 122mA discharge,76253,6.63,0.122,0
2S1P 122mA discharge,76254,6.63,0.122,0
2S1P 122mA discharge,76255,6.63,0.122,0
2S1P 122mA discharge,76256,6.63,0.12,0
2S1P 122mA discharge,76257,6.63,0.122,0
2S1P 122mA discharge,76258,6.63,0.122,0
2S1P 122mA discharge,76259,6.63,0.122,0
2S1P 122mA discharge,76260,6.63,0.124,0
2S1P 122mA discharge,76261,6.63,0.12,0
2S1P 122mA discharge,76262,6.63,0.122,0
2S1P 122mA discharge,76263,6.63,0.122,0
2S1P 122mA discharge,76264,6.63,0.122,0
2S1P 122mA discharge,76265,6.63,0.124,0
2S1P 122mA discharge,76266,6.63,0.122,0
2S1P 122mA discharge,76267,6.63,0.122,0
2S1P 122mA discharge,76268,6.63,0.122,0
2S1P 122mA discharge,76269,6.63,0.124,0
2S1P 122mA discharge,76270,6.63,0.122,0
2S1P 122mA discharge,76271,6.63,0.12,0
2S1P 122mA discharge,76272,6.63,0.122,0
2S1P 122mA discharge,76273,6.63,0.122,0
2S1P 122mA discharge,76274,6.63,0.122,0
2S1P 122mA discharge,76275,6.63,0.124,0
2S1P 122mA discharge,76276,6.63,0.12,0
2S1P 122mA discharge,76277,6.63,0.122,0
2S1P 122mA discharge,76278,6.63,0.122,0
2S1P 122mA discharge,76279,6.63,0.122,0
2S1P 122mA discharge,76280,6.63,0.124,0
2S1P 122mA discharge,76281,6.63,0.122,0
2S1P 122mA discharge,76282,6.63,0.122,0
2S1P 122mA discharge,76283,6.63,0.124,0
2S1P 122mA discharge,76284,6.63,0.122,0
2S1P 122mA discharge,76285,6.63,0.122,0
2S1P 122mA discharge,76286,6.63,0.12,0
2S1P 122mA discharge,76287,6.63,0.122,0
2S1P 122mA discharge,76288,6.63,0.122,0
2S1P 122mA discharge,76289,6.63,0.124,0
2S1P 122mA discharge,76290,6.63,0.122,0
2S1P 122mA discharge,76291,6.63,0.12,0
2S1P 122mA discharge,76292,6.63,0.122,0
2S1P 122mA discharge,76293,6.63,0.122,0
2S1P 122mA discharge,76294,6.63,0.124,0
2S1P 122mA discharge,76295,6.63,0.124,0
2S1P 122mA discharge,76296,6.63,0.12,0
2S1P 122mA discharge,76297,6.63,0.122,0
2S1P 122mA discharge,76298,6.63,0.124,0
2S1P 122mA discharge,76299,6.63,0.122,0
2S1P 122mA discharge,76300,6.63,0.122,0
2S1P 122mA discharge,76301,6.63,0.12,0
2S1P 122mA discharge,76302,6.63,0.122,0
2S1P 122mA discharge,76303,6.63,0.122,0
2S1P 122mA discharge,76304,6.63,0.122,0
2S1P 122mA discharge,76305,6.63,0.122,0
2S1P 122mA discharge,76306,6.63,0.12,0
2S1P 122mA discharge,76307,6.63,0.122,0
2S1P 122mA discharge,76308,6.63,0.122,0
2S1P 122mA discharge,76309,6.63,0.124,0
2S1P 122mA discharge,76310,6.63,0.124,0
2S1P 122mA discharge,76311,6.63,0.12,0
2S1P 122mA discharge,76312,6.63,0.124,0
2S1P 122mA discharge,76313,6.63,0.122,0
2S1P 122mA discharge,76314,6.63,0.122,0
2S1P 122mA discharge,76315,6.63,0.122,0
2S1P 122mA discharge,76316,6.63,0.122,0
2S1P 122mA discharge,76317,6.63,0.12,0
2S1P 122mA discharge,76318,6.63,0.122,0
2S1P 122mA discharge,76319,6.63,0.122,0
2S1P 122mA discharge,76320,6.63,0.122,0
2S1P 122mA discharge,76321,6.63,0.122,0
2S1P 122mA discharge,76322,6.63,0.12,0
2S1P 122mA discharge,76323,6.63,0.124,0
2S1P 122mA discharge,76324,6.63,0.122,0
2S1P 122mA discharge,76325,6.63,0.122,0
2S1P 122mA discharge,76326,6.63,0.122,0
2S1P 122mA discharge,76327,6.63,0.124,0
2S1P 122mA discharge,76328,6.63,0.12,0
2S1P 122mA discharge,76329,6.63,0.122,0
2S1P 122mA discharge,76330,6.63,0.122,0
2S1P 122mA discharge,76331,6.63,0.122,0
2S1P 122mA discharge,76332,6.63,0.12,0
2S1P 122mA discharge,76333,6.63,0.124,0
2S1P 122mA discharge,76334,6.63,0.122,0
2S1P 122mA discharge,76335,6.63,0.122,0
2S1P 122mA discharge,76336,6.63,0.122,0
2S1P 122mA discharge,76337,6.63,0.12,0
2S1P 122mA discharge,76338,6.63,0.124,0
2S1P 122mA discharge,76339,6.63,0.124,0
2S1P 122mA discharge,76340,6.63,0.122,0
2S1P 122mA discharge,76341,6.63,0.122,0
2S1P 122mA discharge,76342,6.63,0.124,0
2S1P 122mA discharge,76343,6.63,0.122,0
2S1P 122mA discharge,76344,6.63,0.122,0
2S1P 122mA discharge,76345,6.63,0.122,0
2S1P 122mA discharge,76346,6.63,0.122,0
2S1P 122mA discharge,76347,6.63,0.12,0
2S1P 122mA discharge,76348,6.63,0.12,0
2S1P 122mA discharge,76349,6.63,0.122,0
2S1P 122mA discharge,76350,6.63,0.122,0
2S1P 122mA discharge,76351,6.63,0.122,0
2S1P 122mA discharge,76352,6.63,0.12,0
2S1P 122mA discharge,76353,6.63,0.124,0
2S1P 122mA discharge,76354,6.63,0.122,0
2S1P 122mA discharge,76355,6.63,0.122,0
2S1P 122mA discharge,76356,6.63,0.124,0
2S1P 122mA discharge,76357,6.63,0.124,0
2S1P 122mA discharge,76358,6.63,0.12,0
2S1P 122mA discharge,76359,6.63,0.122,0
2S1P 122mA discharge,76360,6.63,0.122,0
2S1P 122mA discharge,76361,6.63,0.122,0
2S1P 122mA discharge,76362,6.63,0.124,0
2S1P 122mA discharge,76363,6.63,0.12,0
2S1P 122mA discharge,76364,6.63,0.122,0
2S1P 122mA discharge,76365,6.63,0.122,0
2S1P 122mA discharge,76366,6.63,0.122,0
2S1P 122mA discharge,76367,6.63,0.122,0
2S1P 122mA discharge,76368,6.63,0.122,0
2S1P 122mA discharge,76369,6.63,0.122,0
2S1P 122mA discharge,76370,6.63,0.122,0
2S1P 122mA discharge,76371,6.63,0.124,0
2S1P 122mA discharge,76372,6.63,0.122,0
2S1P 122mA discharge,76373,6.63,0.12,0
2S1P 122mA discharge,76374,6.63,0.122,0
2S1P 122mA discharge,76375,6.63,0.122,0
2S1P 122mA discharge,76376,6.63,0.122,0
2S1P 122mA discharge,76377,6.63,0.122,0
2S1P 122mA discharge,76378,6.63,0.12,0
2S1P 122mA discharge,76379,6.63,0.122,0
2S1P 122mA discharge,76380,6.63,0.122,0
2S1P 122mA discharge,76381,6.62,0.122,0
2S1P 122mA discharge,76382,6.63,0.122,0
2S1P 122mA discharge,76383,6.63,0.124,0
2S1P 122mA discharge,76384,6.63,0.122,0
2S1P 122mA discharge,76385,6.63,0.122,0
2S1P 122mA discharge,76386,6.62,0.124,0
2S1P 122mA discharge,76387,6.63,0.124,0
2S1P 122mA discharge,76388,6.63,0.12,0
2S1P 122mA discharge,76389,6.63,0.122,0
2S1P 122mA discharge,76390,6.63,0.122,0
2S1P 122mA discharge,76391,6.63,0.122,0
2S1P 122mA discharge,76392,6.63,0.122,0
2S1P 122mA discharge,76393,6.63,0.12,0
2S1P 122mA discharge,76394,6.63,0.122,0
2S1P 122mA discharge,76395,6.63,0.122,0
2S1P 122mA discharge,76396,6.63,0.122,0
2S1P 122mA discharge,76397,6.62,0.12,0
2S1P 122mA discharge,76398,6.62,0.122,0
2S1P 122mA discharge,76399,6.62,0.122,0
2S1P 122mA discharge,76400,6.62,0.122,0
2S1P 122mA discharge,76401,6.62,0.122,0
2S1P 122mA discharge,76402,6.62,0.124,0
2S1P 122mA discharge,76403,6.62,0.124,0
2S1P 122mA discharge,76404,6.63,0.12,0
2S1P 122mA discharge,76405,6.62,0.122,0
2S1P 122mA discharge,76406,6.62,0.124,0
2S1P 122mA discharge,76407,6.62,0.122,0
2S1P 122mA discharge,76408,6.62,0.122,0
2S1P 122mA discharge,76409,6.63,0.12,0
2S1P 122mA discharge,76410,6.62,0.122,0
2S1P 122mA discharge,76411,6.62,0.122,0
2S1P 122mA discharge,76412,6.62,0.122,0
2S1P 122mA discharge,76413,6.62,0.122,0
2S1P 122mA discharge,76414,6.62,0.12,0
2S1P 122mA discharge,76415,6.62,0.122,0
2S1P 122mA discharge,76416,6.63,0.122,0
2S1P 122mA discharge,76417,6.63,0.124,0
2S1P 122mA discharge,76418,6.62,0.124,0
2S1P 122mA discharge,76419,6.62,0.12,0
2S1P 122mA discharge,76420,6.62,0.122,0
2S1P 122mA discharge,76421,6.62,0.124,0
2S1P 122mA discharge,76422,6.62,0.122,0
2S1P 122mA discharge,76423,6.62,0.122,0
2S1P 122mA discharge,76424,6.62,0.12,0
2S1P 122mA discharge,76425,6.62,0.122,0
2S1P 122mA discharge,76426,6.62,0.122,0
2S1P 122mA discharge,76427,6.62,0.122,0
2S1P 122mA discharge,76428,6.62,0.122,0
2S1P 122mA discharge,76429,6.62,0.12,0
2S1P 122mA discharge,76430,6.62,0.122,0
2S1P 122mA discharge,76431,6.62,0.122,0
2S1P 122mA discharge,76432,6.62,0.122,0
2S1P 122mA discharge,76433,6.62,0.124,0
2S1P 122mA discharge,76434,6.62,0.12,0
2S1P 122mA discharge,76435,6.62,0.122,0
2S1P 122mA discharge,76436,6.62,0.124,0
2S1P 122mA discharge,76437,6.62,0.122,0
2S1P 122mA discharge,76438,6.62,0.122,0
2S1P 122mA discharge,76439,6.62,0.12,0
2S1P 122mA discharge,76440,6.62,0.122,0
2S1P 122mA discharge,76441,6.62,0.122,0
2S1P 122mA discharge,76442,6.62,0.124,0
2S1P 122mA discharge,76443,6.62,0.122,0
2S1P 122mA discharge,76444,6.62,0.12,0
2S1P 122mA discharge,76445,6.62,0.122,0
2S1P 122mA discharge,76446,6.62,0.122,0
2S1P 122mA discharge,76447,6.62,0.122,0
2S1P 122mA discharge,76448,6.62,0.124,0
2S1P 122mA discharge,76449,6.62,0.12,0
2S1P 122mA discharge,76450,6.62,0.122,0
2S1P 122mA discharge,76451,6.62,0.122,0
2S1P 122mA discharge,76452,6.62,0.124,0
2S1P 122mA discharge,76453,6.62,0.124,0
2S1P 122mA discharge,76454,6.62,0.12,0
2S1P 122mA discharge,76455,6.62,0.122,0
2S1P 122mA discharge,76456,6.62,0.122,0
2S1P 122mA discharge,76457,6.62,0.124,0
2S1P 122mA discharge,76458,6.62,0.122,0
2S1P 122mA discharge,76459,6.62,0.12,0
2S1P 122mA discharge,76460,6.62,0.122,0
2S1P 122mA discharge,76461,6.62,0.122,0
2S1P 122mA discharge,76462,6.62,0.122,0
2S1P 122mA discharge,76463,6.62,0.122,0
2S1P 122mA discharge,76464,6.62,0.12,0
2S1P 122mA discharge,76465,6.62,0.122,0
2S1P 122mA discharge,76466,6.62,0.122,0
2S1P 122mA discharge,76467,6.62,0.122,0
2S1P 122mA discharge,76468,6.62,0.124,0
2S1P 122mA discharge,76469,6.62,0.122,0
2S1P 122mA discharge,76470,6.62,0.122,0
2S1P 122mA discharge,76471,6.62,0.122,0
2S1P 122mA discharge,76472,6.62,0.124,0
2S1P 122mA discharge,76473,6.62,0.122,0
2S1P 122mA discharge,76474,6.62,0.12,0
2S1P 122mA discharge,76475,6.62,0.122,0
2S1P 122mA discharge,76476,6.62,0.122,0
2S1P 122mA discharge,76477,6.62,0.122,0
2S1P 122mA discharge,76478,6.62,0.124,0
2S1P 122mA discharge,76479,6.62,0.12,0
2S1P 122mA discharge,76480,6.62,0.122,0
2S1P 122mA discharge,76481,6.62,0.122,0
2S1P 122mA discharge,76482,6.62,0.122,0
2S1P 122mA discharge,76483,6.62,0.122,0
2S1P 122mA discharge,76484,6.62,0.124,0
2S1P 122mA discharge,76485,6.62,0.122,0
2S1P 122mA discharge,76486,6.62,0.122,0
2S1P 122mA discharge,76487,6.62,0.124,0
2S1P 122mA discharge,76488,6.62,0.122,0
2S1P 122mA discharge,76489,6.62,0.122,0
2S1P 122mA discharge,76490,6.62,0.12,0
2S1P 122mA discharge,76491,6.62,0.122,0
2S1P 122mA discharge,76492,6.62,0.122,0
2S1P 122mA discharge,76493,6.62,0.122,0
2S1P 122mA discharge,76494,6.62,0.122,0
2S1P 122mA discharge,76495,6.62,0.12,0
2S1P 122mA discharge,76496,6.62,0.122,0
2S1P 122mA discharge,76497,6.62,0.122,0
2S1P 122mA discharge,76498,6.62,0.124,0
2S1P 122mA discharge,76499,6.62,0.122,0
2S1P 122mA discharge,76500,6.62,0.12,0
2S1P 122mA discharge,76501,6.62,0.122,0
2S1P 122mA discharge,76502,6.62,0.122,0
2S1P 122mA discharge,76503,6.62,0.122,0
2S1P 122mA discharge,76504,6.62,0.122,0
2S1P 122mA discharge,76505,6.62,0.12,0
2S1P 122mA discharge,76506,6.62,0.122,0
2S1P 122mA discharge,76507,6.62,0.124,0
2S1P 122mA discharge,76508,6.62,0.122,0
2S1P 122mA discharge,76509,6.62,0.122,0
2S1P 122mA discharge,76510,6.62,0.12,0
2S1P 122mA discharge,76511,6.62,0.122,0
2S1P 122mA discharge,76512,6.62,0.124,0
2S1P 122mA discharge,76513,6.62,0.124,0
2S1P 122mA discharge,76514,6.62,0.122,0
2S1P 122mA discharge,76515,6.62,0.12,0
2S1P 122mA discharge,76516,6.62,0.122,0
2S1P 122mA discharge,76517,6.62,0.122,0
2S1P 122mA discharge,76518,6.62,0.122,0
2S1P 122mA discharge,76519,6.62,0.122,0
2S1P 122mA discharge,76520,6.62,0.12,0
2S1P 122mA discharge,76521,6.62,0.122,0
2S1P 122mA discharge,76522,6.62,0.122,0
2S1P 122mA discharge,76523,6.62,0.122,0
2S1P 122mA discharge,76524,6.62,0.122,0
2S1P 122mA discharge,76525,6.62,0.12,0
2S1P 122mA discharge,76526,6.62,0.124,0
2S1P 122mA discharge,76527,6.62,0.124,0
2S1P 122mA discharge,76528,6.62,0.122,0
2S1P 122mA discharge,76529,6.62,0.122,0
2S1P 122mA discharge,76530,6.62,0.124,0
2S1P 122mA discharge,76531,6.62,0.12,0
2S1P 122mA discharge,76532,6.62,0.122,0
2S1P 122mA discharge,76533,6.62,0.122,0
2S1P 122mA discharge,76534,6.62,0.122,0
2S1P 122mA discharge,76535,6.62,0.12,0
2S1P 122mA discharge,76536,6.62,0.124,0
2S1P 122mA discharge,76537,6.62,0.122,0
2S1P 122mA discharge,76538,6.62,0.122,0
2S1P 122mA discharge,76539,6.62,0.122,0
2S1P 122mA discharge,76540,6.62,0.122,0
2S1P 122mA discharge,76541,6.62,0.124,0
2S1P 122mA discharge,76542,6.62,0.122,0
2S1P 122mA discharge,76543,6.62,0.122,0
2S1P 122mA discharge,76544,6.62,0.122,0
2S1P 122mA discharge,76545,6.62,0.122,0
2S1P 122mA discharge,76546,6.62,0.12,0
2S1P 122mA discharge,76547,6.62,0.122,0
2S1P 122mA discharge,76548,6.62,0.122,0
2S1P 122mA discharge,76549,6.62,0.122,0
2S1P 122mA discharge,76550,6.62,0.12,0
2S1P 122mA discharge,76551,6.62,0.12,0
2S1P 122mA discharge,76552,6.62,0.122,0
2S1P 122mA discharge,76553,6.62,0.122,0
2S1P 122mA discharge,76554,6.62,0.122,0
2S1P 122mA discharge,76555,6.62,0.122,0
2S1P 122mA discharge,76556,6.62,0.124,0
2S1P 122mA discharge,76557,6.62,0.122,0
2S1P 122mA discharge,76558,6.62,0.122,0
2S1P 122mA discharge,76559,6.62,0.124,0
2S1P 122mA discharge,76560,6.62,0.122,0
2S1P 122mA discharge,76561,6.62,0.12,0
2S1P 122mA discharge,76562,6.62,0.122,0
2S1P 122mA discharge,76563,6.62,0.122,0
2S1P 122mA discharge,76564,6.62,0.122,0
2S1P 122mA discharge,76565,6.62,0.122,0
2S1P 122mA discharge,76566,6.62,0.12,0
2S1P 122mA discharge,76567,6.62,0.122,0
2S1P 122mA discharge,76568,6.62,0.122,0
2S1P 122mA discharge,76569,6.62,0.122,0
2S1P 122mA discharge,76570,6.62,0.124,0
2S1P 122mA discharge,76571,6.62,0.122,0
2S1P 122mA discharge,76572,6.62,0.122,0
2S1P 122mA discharge,76573,6.62,0.122,0
2S1P 122mA discharge,76574,6.62,0.122,0
2S1P 122mA discharge,76575,6.62,0.122,0
2S1P 122mA discharge,76576,6.62,0.122,0
2S1P 122mA discharge,76577,6.62,0.12,0
2S1P 122mA discharge,76578,6.62,0.122,0
2S1P 122mA discharge,76579,6.62,0.122,0
2S1P 122mA discharge,76580,6.62,0.124,0
2S1P 122mA discharge,76581,6.62,0.122,0
2S1P 122mA discharge,76582,6.62,0.12,0
2S1P 122mA discharge,76583,6.62,0.122,0
2S1P 122mA discharge,76584,6.62,0.122,0
2S1P 122mA discharge,76585,6.62,0.124,0
2S1P 122mA discharge,76586,6.62,0.122,0
2S1P 122mA discharge,76587,6.62,0.12,0
2S1P 122mA discharge,76588,6.62,0.122,0
2S1P 122mA discharge,76589,6.62,0.122,0
2S1P 122mA discharge,76590,6.62,0.122,0
2S1P 122mA discharge,76591,6.62,0.122,0
2S1P 122mA discharge,76592,6.62,0.12,0
2S1P 122mA discharge,76593,6.62,0.122,0
2S1P 122mA discharge,76594,6.62,0.122,0
2S1P 122mA discharge,76595,6.62,0.122,0
2S1P 122mA discharge,76596,6.62,0.122,0
2S1P 122mA discharge,76597,6.62,0.12,0
2S1P 122mA discharge,76598,6.62,0.122,0
2S1P 122mA discharge,76599,6.62,0.124,0
2S1P 122mA discharge,76600,6.62,0.124,0
2S1P 122mA discharge,76601,6.62,0.122,0
2S1P 122mA discharge,76602,6.62,0.12,0
2S1P 122mA discharge,76603,6.62,0.122,0
2S1P 122mA discharge,76604,6.62,0.122,0
2S1P 122mA discharge,76605,6.62,0.122,0
2S1P 122mA discharge,76606,6.62,0.122,0
2S1P 122mA discharge,76607,6.62,0.12,0
2S1P 122mA discharge,76608,6.62,0.122,0
2S1P 122mA discharge,76609,6.62,0.124,0
2S1P 122mA discharge,76610,6.62,0.122,0
2S1P 122mA discharge,76611,6.62,0.122,0
2S1P 122mA discharge,76612,6.62,0.12,0
2S1P 122mA discharge,76613,6.62,0.122,0
2S1P 122mA discharge,76614,6.62,0.124,0
2S1P 122mA discharge,76615,6.62,0.124,0
2S1P 122mA discharge,76616,6.62,0.122,0
2S1P 122mA discharge,76617,6.62,0.12,0
2S1P 122mA discharge,76618,6.62,0.124,0
2S1P 122mA discharge,76619,6.62,0.122,0
2S1P 122mA discharge,76620,6.62,0.122,0
2S1P 122mA discharge,76621,6.62,0.122,0
2S1P 122mA discharge,76622,6.62,0.12,0
2S1P 122mA discharge,76623,6.62,0.122,0
2S1P 122mA discharge,76624,6.62,0.122,0
2S1P 122mA discharge,76625,6.62,0.122,0
2S1P 122mA discharge,76626,6.62,0.122,0
2S1P 122mA discharge,76627,6.62,0.12,0
2S1P 122mA discharge,76628,6.62,0.122,0
2S1P 122mA discharge,76629,6.62,0.122,0
2S1P 122mA discharge,76630,6.62,0.124,0
2S1P 122mA discharge,76631,6.62,0.122,0
2S1P 122mA discharge,76632,6.62,0.122,0
2S1P 122mA discharge,76633,6.62,0.124,0
2S1P 122mA discharge,76634,6.62,0.122,0
2S1P 122mA discharge,76635,6.62,0.122,0
2S1P 122mA discharge,76636,6.62,0.122,0
2S1P 122mA discharge,76637,6.62,0.12,0
2S1P 122mA discharge,76638,6.62,0.122,0
2S1P 122mA discharge,76639,6.62,0.122,0
2S1P 122mA discharge,76640,6.62,0.122,0
2S1P 122mA discharge,76641,6.62,0.122,0
2S1P 122mA discharge,76642,6.62,0.12,0
2S1P 122mA discharge,76643,6.62,0.122,0
2S1P 122mA discharge,76644,6.62,0.124,0
2S1P 122mA discharge,76645,6.62,0.122,0
2S1P 122mA discharge,76646,6.62,0.122,0
2S1P 122mA discharge,76647,6.62,0.124,0
2S1P 122mA discharge,76648,6.62,0.122,0
2S1P 122mA discharge,76649,6.62,0.122,0
2S1P 122mA discharge,76650,6.62,0.122,0
2S1P 122mA discharge,76651,6.62,0.122,0
2S1P 122mA discharge,76652,6.62,0.12,0
2S1P 122mA discharge,76653,6.62,0.122,0
2S1P 122mA discharge,76654,6.62,0.122,0
2S1P 122mA discharge,76655,6.62,0.122,0
2S1P 122mA discharge,76656,6.62,0.122,0
2S1P 122mA discharge,76657,6.62,0.12,0
2S1P 122mA discharge,76658,6.62,0.122,0
2S1P 122mA discharge,76659,6.62,0.124,0
2S1P 122mA discharge,76660,6.62,0.122,0
2S1P 122mA discharge,76661,6.62,0.122,0
2S1P 122mA discharge,76662,6.62,0.124,0
2S1P 122mA discharge,76663,6.62,0.124,0
2S1P 122mA discharge,76664,6.62,0.12,0
2S1P 122mA discharge,76665,6.62,0.122,0
2S1P 122mA discharge,76666,6.62,0.122,0
2S1P 122mA discharge,76667,6.62,0.122,0
2S1P 122mA discharge,76668,6.62,0.122,0
2S1P 122mA discharge,76669,6.62,0.12,0
2S1P 122mA discharge,76670,6.62,0.122,0
2S1P 122mA discharge,76671,6.62,0.122,0
2S1P 122mA discharge,76672,6.62,0.122,0
2S1P 122mA discharge,76673,6.62,0.124,0
2S1P 122mA discharge,76674,6.62,0.122,0
2S1P 122mA discharge,76675,6.62,0.122,0
2S1P 122mA discharge,76676,6.62,0.124,0
2S1P 122mA discharge,76677,6.62,0.124,0
2S1P 122mA discharge,76678,6.62,0.122,0
2S1P 122mA discharge,76679,6.62,0.12,0
2S1P 122mA discharge,76680,6.62,0.122,0
2S1P 122mA discharge,76681,6.62,0.122,0
2S1P 122mA discharge,76682,6.62,0.124,0
2S1P 122mA discharge,76683,6.62,0.122,0
2S1P 122mA discharge,76684,6.62,0.12,0
2S1P 122mA discharge,76685,6.62,0.122,0
2S1P 122mA discharge,76686,6.62,0.122,0
2S1P 122mA discharge,76687,6.62,0.122,0
2S1P 122mA discharge,76688,6.62,0.124,0
2S1P 122mA discharge,76689,6.62,0.12,0
2S1P 122mA discharge,76690,6.62,0.122,0
2S1P 122mA discharge,76691,6.62,0.124,0
2S1P 122mA discharge,76692,6.62,0.122,0
2S1P 122mA discharge,76693,6.62,0.122,0
2S1P 122mA discharge,76694,6.62,0.12,0
2S1P 122mA discharge,76695,6.62,0.122,0
2S1P 122mA discharge,76696,6.62,0.122,0
2S1P 122mA discharge,76697,6.62,0.122,0
2S1P 122mA discharge,76698,6.62,0.122,0
2S1P 122mA discharge,76699,6.62,0.12,0
2S1P 122mA discharge,76700,6.62,0.122,0
2S1P 122mA discharge,76701,6.62,0.122,0
2S1P 122mA discharge,76702,6.62,0.122,0
2S1P 122mA discharge,76703,6.62,0.124,0
2S1P 122mA discharge,76704,6.62,0.12,0
2S1P 122mA discharge,76705,6.62,0.122,0
2S1P 122mA discharge,76706,6.62,0.124,0
2S1P 122mA discharge,76707,6.62,0.124,0
2S1P 122mA discharge,76708,6.62,0.122,0
2S1P 122mA discharge,76709,6.62,0.12,0
2S1P 122mA discharge,76710,6.62,0.122,0
2S1P 122mA discharge,76711,6.62,0.124,0
2S1P 122mA discharge,76712,6.62,0.122,0
2S1P 122mA discharge,76713,6.62,0.122,0
2S1P 122mA discharge,76714,6.62,0.12,0
2S1P 122mA discharge,76715,6.62,0.122,0
2S1P 122mA discharge,76716,6.62,0.122,0
2S1P 122mA discharge,76717,6.62,0.124,0
2S1P 122mA discharge,76718,6.62,0.122,0
2S1P 122mA discharge,76719,6.62,0.12,0
2S1P 122mA discharge,76720,6.62,0.124,0
2S1P 122mA discharge,76721,6.62,0.124,0
2S1P 122mA discharge,76722,6.62,0.122,0
2S1P 122mA discharge,76723,6.62,0.122,0
2S1P 122mA discharge,76724,6.62,0.12,0
2S1P 122mA discharge,76725,6.62,0.122,0
2S1P 122mA discharge,76726,6.62,0.122,0
2S1P 122mA discharge,76727,6.62,0.122,0
2S1P 122mA discharge,76728,6.62,0.122,0
2S1P 122mA discharge,76729,6.62,0.12,0
2S1P 122mA discharge,76730,6.62,0.122,0
2S1P 122mA discharge,76731,6.62,0.122,0
2S1P 122mA discharge,76732,6.62,0.122,0
